"name","state","party","year"
"J. Lister Hill","Alabama","Democratic","1959"
"J. Lister Hill","Alabama","Democratic","1960"
"J. Lister Hill","Alabama","Democratic","1961"
"J. Lister Hill","Alabama","Democratic","1962"
"J. Lister Hill","Alabama","Democratic","1963"
"J. Lister Hill","Alabama","Democratic","1964"
"J. Lister Hill","Alabama","Democratic","1965"
"J. Lister Hill","Alabama","Democratic","1966"
"J. Lister Hill","Alabama","Democratic","1967"
"J. Lister Hill","Alabama","Democratic","1968"
"J. Lister Hill","Alabama","Democratic","1969"
"John D. Hoblitzell Jr.","West Virginia","Republican","1958"
"Kaneaster Hodges Jr.","Arkansas","Democratic","1977"
"Kaneaster Hodges Jr.","Arkansas","Democratic","1978"
"Kaneaster Hodges Jr.","Arkansas","Democratic","1979"
"Clyde R. Hoey","North Carolina","Democratic","1945"
"Clyde R. Hoey","North Carolina","Democratic","1946"
"Clyde R. Hoey","North Carolina","Democratic","1947"
"Clyde R. Hoey","North Carolina","Democratic","1948"
"Clyde R. Hoey","North Carolina","Democratic","1949"
"Clyde R. Hoey","North Carolina","Democratic","1950"
"Clyde R. Hoey","North Carolina","Democratic","1951"
"Clyde R. Hoey","North Carolina","Democratic","1952"
"Clyde R. Hoey","North Carolina","Democratic","1953"
"Clyde R. Hoey","North Carolina","Democratic","1954"
"Spessard Holland","Florida","Democratic","1946"
"Spessard Holland","Florida","Democratic","1947"
"Spessard Holland","Florida","Democratic","1948"
"Spessard Holland","Florida","Democratic","1949"
"Spessard Holland","Florida","Democratic","1950"
"Spessard Holland","Florida","Democratic","1951"
"Spessard Holland","Florida","Democratic","1952"
"Spessard Holland","Florida","Democratic","1953"
"Spessard Holland","Florida","Democratic","1954"
"Spessard Holland","Florida","Democratic","1955"
"Spessard Holland","Florida","Democratic","1956"
"Spessard Holland","Florida","Democratic","1957"
"Spessard Holland","Florida","Democratic","1958"
"Spessard Holland","Florida","Democratic","1959"
"Spessard Holland","Florida","Democratic","1960"
"Spessard Holland","Florida","Democratic","1961"
